order_id	quantity	item_name	choice_description	item_price
1592	1	Chicken Salad Bowl	"[Fresh Tomato Salsa, [Rice, Pinto Beans, Lettuce]]"	$8.75
1601	1	Chicken Salad Bowl	"[Tomatillo Green Chili Salsa, [Fajita Vegetables, Black Beans, Cheese, Lettuce]]"	$8.75
1606	1	Chicken Salad Bowl	[Fresh Tomato Salsa]	$8.75
1615	1	Chicken Salad Bowl	"[Fresh Tomato Salsa, [Fajita Vegetables, Cheese, Sour Cream]]"	$8.75
1627	1	Chicken Salad Bowl	"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream, Lettuce]]"	$8.75
1633	1	Chicken Salad Bowl	"[Fresh Tomato Salsa, [Fajita Vegetables, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]"	$11.25
1636	1	Chicken Salad Bowl	"[Fresh Tomato Salsa, [Rice, Guacamole]]"	$11.25
1679	1	Chicken Salad Bowl	"[Roasted Chili Corn Salsa, [Black Beans, Cheese, Lettuce]]"	$8.75
1679	1	Chicken Salad Bowl	"[Fresh Tomato Salsa, [Black Beans, Cheese, Sour Cream]]"	$8.75
1686	1	Chicken Salad Bowl	"[Fresh Tomato Salsa, [Fajita Vegetables, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]"	$11.25
1692	1	Chicken Salad Bowl	"[Tomatillo Green Chili Salsa, [Black Beans, Sour Cream, Cheese, Guacamole]]"	$11.25
1730	1	Chicken Salad Bowl	"[Tomatillo Red Chili Salsa, [Rice, Cheese]]"	$8.75
1731	1	Chicken Salad Bowl	"[Fresh Tomato Salsa, [Fajita Vegetables, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]"	$11.25
1737	1	Chicken Salad Bowl	"[Fresh Tomato Salsa, [Rice, Guacamole]]"	$11.25
1738	1	Chicken Salad Bowl	"[Tomatillo Red Chili Salsa, [Rice, Fajita Vegetables, Black Beans, Cheese, Lettuce]]"	$8.75
1751	1	Chicken Salad Bowl	"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Cheese, Sour Cream, Guacamole]]"	$11.25
1769	1	Chicken Salad Bowl	"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream, Lettuce]]"	$8.75
1780	1	Chicken Salad Bowl	"[Fresh Tomato Salsa, [Fajita Vegetables, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]"	$11.25
1797	1	Chicken Salad Bowl	"[Fresh Tomato Salsa, Lettuce]"	$8.75
1822	1	Chicken Salad Bowl	"[Fresh Tomato Salsa, [Black Beans, Cheese, Guacamole]]"	$11.25
1834	1	Chicken Salad Bowl	"[Fresh Tomato Salsa, [Fajita Vegetables, Pinto Beans, Guacamole, Lettuce]]"	$11.25
1834	1	Chicken Salad Bowl	"[Fresh Tomato Salsa, [Fajita Vegetables, Lettuce]]"	$8.75
1834	1	Chicken Salad Bowl	"[Fresh Tomato Salsa, [Fajita Vegetables, Pinto Beans, Lettuce]]"	$8.75
153	2	Chicken Soft Tacos	"[Fresh Tomato Salsa, Sour Cream]"	$17.50
185	2	Chicken Soft Tacos	"[Fresh Tomato Salsa, [Sour Cream, Lettuce]]"	$17.50
237	2	Chicken Soft Tacos	"[Fresh Tomato Salsa (Mild), [Pinto Beans, Rice, Cheese, Sour Cream, Lettuce]]"	$16.98
1462	2	Chicken Soft Tacos	"[[Tomatillo-Green Chili Salsa (Medium), Fresh Tomato Salsa (Mild)], [Cheese, Sour Cream, Guacamole]]"	$21.96
1559	2	Chicken Soft Tacos	"[Fresh Tomato Salsa (Mild), [Pinto Beans, Rice, Cheese, Lettuce]]"	$16.98
6	1	Chicken Soft Tacos	"[Roasted Chili Corn Salsa, [Rice, Black Beans, Cheese, Sour Cream]]"	$8.75
18	1	Chicken Soft Tacos	"[Roasted Chili Corn Salsa, Rice]"	$8.75
18	1	Chicken Soft Tacos	"[Roasted Chili Corn Salsa, [Cheese, Lettuce]]"	$8.75
34	1	Chicken Soft Tacos	"[Tomatillo Red Chili Salsa, [Rice, Cheese, Sour Cream, Lettuce]]"	$8.75
35	1	Chicken Soft Tacos	"[Roasted Chili Corn Salsa, [Rice, Cheese, Lettuce, Guacamole]]"	$11.25
136	1	Chicken Soft Tacos	"[Tomatillo-Red Chili Salsa (Hot), Fajita Veggies]"	$8.49
141	1	Chicken Soft Tacos	"[[Roasted Chili Corn Salsa (Medium), Tomatillo-Red Chili Salsa (Hot)], [Rice, Fajita Veggies, Cheese, Lettuce]]"	$8.49
145	1	Chicken Soft Tacos	"[Fresh Tomato Salsa (Mild), [Black Beans, Rice, Cheese, Sour Cream, Lettuce]]"	$8.49
145	1	Chicken Soft Tacos	"[Fresh Tomato Salsa (Mild), [Rice, Cheese, Sour Cream]]"	$8.49
149	1	Chicken Soft Tacos	"[Fresh Tomato Salsa, [Fajita Vegetables, Cheese, Guacamole, Lettuce]]"	$11.25
183	1	Chicken Soft Tacos	"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Cheese, Sour Cream, Lettuce]]"	$8.75
186	1	Chicken Soft Tacos	"[[Tomatillo-Red Chili Salsa (Hot), Roasted Chili Corn Salsa (Medium)], [Guacamole, Cheese, Sour Cream]]"	$10.98
191	1	Chicken Soft Tacos	"[Roasted Chili Corn Salsa, [Fajita Vegetables, Rice, Cheese, Sour Cream, Lettuce]]"	$8.75
203	1	Chicken Soft Tacos	"[Roasted Chili Corn Salsa, [Rice, Cheese, Lettuce, Guacamole]]"	$11.25
211	1	Chicken Soft Tacos	"[Roasted Chili Corn Salsa, [Rice, Cheese, Lettuce, Guacamole]]"	$11.25
259	1	Chicken Soft Tacos	"[Roasted Chili Corn Salsa, [Fajita Vegetables, Rice, Cheese, Sour Cream, Lettuce]]"	$8.75
265	1	Chicken Soft Tacos	"[Roasted Chili Corn Salsa, [Black Beans, Cheese, Sour Cream]]"	$8.75
287	1	Chicken Soft Tacos	"[Tomatillo-Green Chili Salsa (Medium), [Pinto Beans, Cheese, Sour Cream, Lettuce]]"	$8.49
360	1	Chicken Soft Tacos	"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese]]"	$8.75
362	1	Chicken Soft Tacos	"[Fresh Tomato Salsa, [Cheese, Sour Cream, Guacamole, Lettuce]]"	$11.25
365	1	Chicken Soft Tacos	"[Roasted Chili Corn Salsa, [Rice, Cheese, Lettuce, Guacamole]]"	$11.25
381	1	Chicken Soft Tacos	"[Tomatillo-Red Chili Salsa (Hot), Cheese]"	$8.49
381	1	Chicken Soft Tacos	"[Tomatillo-Red Chili Salsa (Hot), Cheese]"	$8.49
396	1	Chicken Soft Tacos	"[Fresh Tomato Salsa, [Sour Cream, Cheese, Guacamole]]"	$11.25
398	1	Chicken Soft Tacos	"[Roasted Chili Corn Salsa, [Rice, Black Beans, Cheese, Lettuce, Guacamole]]"	$11.25
410	1	Chicken Soft Tacos	"[Roasted Chili Corn Salsa, [Black Beans, Lettuce]]"	$8.75
451	1	Chicken Soft Tacos	"[Fresh Tomato Salsa, [Cheese, Lettuce]]"	$8.75
489	1	Chicken Soft Tacos	"[Fresh Tomato Salsa (Mild), [Pinto Beans, Cheese, Sour Cream]]"	$8.49
509	1	Chicken Soft Tacos	"[Fresh Tomato Salsa, [Sour Cream, Cheese, Guacamole]]"	$11.25
515	1	Chicken Soft Tacos	"[Roasted Chili Corn Salsa, [Rice, Cheese]]"	$8.75
520	1	Chicken Soft Tacos	"[Fresh Tomato Salsa, [Rice, Sour Cream, Cheese, Lettuce]]"	$8.75
555	1	Chicken Soft Tacos	"[Tomatillo-Red Chili Salsa (Hot), [Black Beans, Cheese, Sour Cream, Lettuce]]"	$8.49
561	1	Chicken Soft Tacos	"[Roasted Chili Corn Salsa, [Fajita Vegetables, Rice, Cheese, Lettuce]]"	$8.75
577	1	Chicken Soft Tacos	"[Fresh Tomato Salsa, [Fajita Vegetables, Cheese, Guacamole]]"	$11.25
583	1	Chicken Soft Tacos	"[Roasted Chili Corn Salsa, [Rice, Cheese, Lettuce]]"	$8.75
596	1	Chicken Soft Tacos	"[Tomatillo-Red Chili Salsa (Hot), [Black Beans, Rice, Cheese, Sour Cream, Lettuce]]"	$8.49
600	1	Chicken Soft Tacos	"[Roasted Chili Corn Salsa, [Rice, Cheese, Lettuce, Guacamole]]"	$11.25
605	1	Chicken Soft Tacos	"[Tomatillo-Red Chili Salsa (Hot), [Fajita Veggies, Cheese, Sour Cream, Guacamole]]"	$10.98
608	1	Chicken Soft Tacos	"[Roasted Chili Corn Salsa (Medium), Cheese]"	$8.49
634	1	Chicken Soft Tacos	[Fresh Tomato Salsa]	$8.75
652	1	Chicken Soft Tacos	"[Fresh Tomato Salsa (Mild), [Rice, Fajita Veggies, Guacamole, Lettuce]]"	$10.98
670	1	Chicken Soft Tacos	"[Tomatillo Red Chili Salsa, Rice]"	$8.75
681	1	Chicken Soft Tacos	"[Roasted Chili Corn Salsa, [Rice, Fajita Vegetables, Sour Cream, Cheese, Lettuce]]"	$8.75
687	1	Chicken Soft Tacos	"[Roasted Chili Corn Salsa, [Rice, Cheese]]"	$8.75
720	1	Chicken Soft Tacos	"[Fresh Tomato Salsa, [Cheese, Sour Cream, Lettuce]]"	$8.75
728	1	Chicken Soft Tacos	"[Tomatillo Red Chili Salsa, [Rice, Cheese, Sour Cream]]"	$8.75
732	1	Chicken Soft Tacos	"[Fresh Tomato Salsa (Mild), [Cheese, Sour Cream]]"	$8.49
735	1	Chicken Soft Tacos	"[Fresh Tomato Salsa (Mild), [Pinto Beans, Rice, Cheese, Sour Cream]]"	$8.49
744	1	Chicken Soft Tacos	"[Tomatillo-Red Chili Salsa (Hot), [Black Beans, Rice, Cheese, Lettuce]]"	$8.49
759	1	Chicken Soft Tacos	"[Fresh Tomato Salsa, [Cheese, Lettuce]]"	$8.75
765	1	Chicken Soft Tacos	"[Fresh Tomato Salsa (Mild), [Cheese, Sour Cream, Lettuce]]"	$8.49
784	1	Chicken Soft Tacos	"[Tomatillo Green Chili Salsa, [Sour Cream, Guacamole]]"	$11.25
789	1	Chicken Soft Tacos	"[Fresh Tomato Salsa (Mild), [Pinto Beans, Rice, Cheese, Sour Cream]]"	$8.49
792	1	Chicken Soft Tacos	"[Roasted Chili Corn Salsa, [Rice, Cheese]]"	$8.75
824	1	Chicken Soft Tacos	"[Roasted Chili Corn Salsa (Medium), [Cheese, Sour Cream]]"	$8.49
830	1	Chicken Soft Tacos	"[Tomatillo Green Chili Salsa, [Guacamole, Sour Cream]]"	$11.25
838	1	Chicken Soft Tacos	"[Fresh Tomato Salsa, [Cheese, Sour Cream, Lettuce]]"	$8.75
838	1	Chicken Soft Tacos	"[Fresh Tomato Salsa, [Cheese, Sour Cream, Lettuce]]"	$8.75
839	1	Chicken Soft Tacos	"[Fresh Tomato Salsa, [Cheese, Sour Cream, Guacamole]]"	$11.25
842	1	Chicken Soft Tacos	"[Fresh Tomato Salsa (Mild), [Rice, Fajita Veggies, Sour Cream, Lettuce]]"	$8.49
867	1	Chicken Soft Tacos	"[Fresh Tomato Salsa (Mild), [Pinto Beans, Rice, Cheese, Sour Cream]]"	$8.49
897	1	Chicken Soft Tacos	"[Fresh Tomato Salsa (Mild), [Pinto Beans, Rice, Cheese, Sour Cream]]"	$8.49
907	1	Chicken Soft Tacos	"[Roasted Chili Corn Salsa, [Rice, Cheese]]"	$8.75
916	1	Chicken Soft Tacos	"[Fresh Tomato Salsa, [Fajita Vegetables, Cheese, Lettuce]]"	$8.75
916	1	Chicken Soft Tacos	"[Fresh Tomato Salsa, [Cheese, Lettuce]]"	$8.75
918	1	Chicken Soft Tacos	"[Fresh Tomato Salsa, [Rice, Cheese]]"	$8.75
974	1	Chicken Soft Tacos	"[Fresh Tomato Salsa, [Cheese, Sour Cream, Lettuce]]"	$8.75
978	1	Chicken Soft Tacos	"[Fresh Tomato Salsa, [Cheese, Sour Cream]]"	$8.75
996	1	Chicken Soft Tacos	"[Tomatillo Red Chili Salsa, [Fajita Vegetables, Black Beans, Cheese, Lettuce]]"	$8.75
996	1	Chicken Soft Tacos	"[Roasted Chili Corn Salsa, [Black Beans, Cheese, Guacamole, Lettuce]]"	$11.25
999	1	Chicken Soft Tacos	"[Tomatillo Green Chili Salsa, [Rice, Fajita Vegetables, Cheese, Lettuce]]"	$8.75
1006	1	Chicken Soft Tacos	"[Fresh Tomato Salsa, [Sour Cream, Lettuce]]"	$8.75
1057	1	Chicken Soft Tacos	"[Tomatillo Red Chili Salsa, [Fajita Vegetables, Black Beans, Cheese, Guacamole, Lettuce]]"	$11.25
1057	1	Chicken Soft Tacos	"[Tomatillo Red Chili Salsa, [Fajita Vegetables, Black Beans, Cheese, Guacamole, Lettuce]]"	$11.25
1060	1	Chicken Soft Tacos	"[Fresh Tomato Salsa (Mild), [Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce]]"	$8.49
1070	1	Chicken Soft Tacos	"[Fresh Tomato Salsa, [Rice, Fajita Vegetables, Cheese]]"	$8.75
1097	1	Chicken Soft Tacos	"[Roasted Chili Corn Salsa, [Rice, Cheese]]"	$8.75
1113	1	Chicken Soft Tacos	"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Lettuce]]"	$8.75
1124	1	Chicken Soft Tacos	"[Fresh Tomato Salsa (Mild), [Cheese, Sour Cream]]"	$8.49
1134	1	Chicken Soft Tacos	"[Roasted Chili Corn Salsa, [Rice, Fajita Vegetables, Lettuce, Guacamole]]"	$11.25
1166	1	Chicken Soft Tacos	"[Fresh Tomato Salsa, [Cheese, Sour Cream, Lettuce]]"	$8.75
1211	1	Chicken Soft Tacos	"[Fresh Tomato Salsa (Mild), [Cheese, Sour Cream, Lettuce]]"	$8.49
1223	1	Chicken Soft Tacos	"[Tomatillo Red Chili Salsa, [Fajita Vegetables, Black Beans, Cheese, Guacamole, Lettuce]]"	$11.25
1261	1	Chicken Soft Tacos	"[Roasted Chili Corn Salsa, [Rice, Cheese]]"	$8.75
1298	1	Chicken Soft Tacos	"[Roasted Chili Corn Salsa, [Rice, Cheese]]"	$8.75
1315	1	Chicken Soft Tacos	"[Fresh Tomato Salsa (Mild), [Cheese, Lettuce]]"	$8.49
1320	1	Chicken Soft Tacos	"[Roasted Chili Corn Salsa, [Fajita Vegetables, Cheese]]"	$8.75
1389	1	Chicken Soft Tacos	"[Tomatillo Red Chili Salsa, [Rice, Cheese]]"	$8.75
1414	1	Chicken Soft Tacos	"[Tomatillo Red Chili Salsa, [Rice, Sour Cream]]"	$8.75
1433	1	Chicken Soft Tacos	"[Tomatillo-Green Chili Salsa (Medium), [Cheese, Sour Cream]]"	$8.49
1446	1	Chicken Soft Tacos	"[Roasted Chili Corn Salsa, [Rice, Cheese]]"	$8.75
1449	1	Chicken Soft Tacos	"[Tomatillo-Red Chili Salsa (Hot), [Cheese, Sour Cream, Lettuce]]"	$8.49
1454	1	Chicken Soft Tacos	"[Fresh Tomato Salsa, Rice]"	$8.75
1454	1	Chicken Soft Tacos	"[Fresh Tomato Salsa, Rice]"	$8.75
1536	1	Chicken Soft Tacos	"[Tomatillo-Red Chili Salsa (Hot), [Black Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce]]"	$8.49
1547	1	Chicken Soft Tacos	"[Tomatillo Red Chili Salsa, [Rice, Cheese]]"	$8.75
1608	1	Chicken Soft Tacos	"[Tomatillo Green Chili Salsa, [Rice, Black Beans, Cheese, Sour Cream, Lettuce]]"	$8.75
1613	1	Chicken Soft Tacos	"[Tomatillo Red Chili Salsa, Cheese]"	$8.75
1649	1	Chicken Soft Tacos	"[Roasted Chili Corn Salsa, [Fajita Vegetables, Rice, Cheese, Sour Cream, Lettuce]]"	$8.75
1650	1	Chicken Soft Tacos	"[Fresh Tomato Salsa, [Fajita Vegetables, Cheese, Sour Cream]]"	$8.75
1662	1	Chicken Soft Tacos	"[Fresh Tomato Salsa, [Sour Cream, Cheese, Guacamole]]"	$11.25
1695	1	Chicken Soft Tacos	"[Tomatillo Red Chili Salsa, Cheese]"	$8.75
1711	1	Chicken Soft Tacos	"[Fresh Tomato Salsa, [Rice, Cheese, Sour Cream]]"	$8.75
1719	1	Chicken Soft Tacos	"[Tomatillo Red Chili Salsa, [Rice, Black Beans, Cheese, Sour Cream, Lettuce]]"	$8.75
1768	1	Chicken Soft Tacos	"[Fresh Tomato Salsa, [Fajita Vegetables, Black Beans, Cheese, Sour Cream, Guacamole]]"	$11.25
1783	1	Chicken Soft Tacos	"[Roasted Chili Corn Salsa, [Rice, Fajita Vegetables, Sour Cream, Cheese, Lettuce]]"	$8.75
1790	1	Chicken Soft Tacos	"[Fresh Tomato Salsa, [Cheese, Guacamole, Lettuce]]"	$11.25
1795	1	Chicken Soft Tacos	"[Fresh Tomato Salsa, [Rice, Cheese, Sour Cream]]"	$8.75
1809	1	Chicken Soft Tacos	"[Fresh Tomato Salsa, [Fajita Vegetables, Cheese, Sour Cream]]"	$8.75
1832	1	Chicken Soft Tacos	"[Fresh Tomato Salsa, [Rice, Cheese, Sour Cream]]"	$8.75
1167	3	Chips	NULL	$6.45
98	2	Chips	NULL	$4.30
343	2	Chips	NULL	$4.30
530	2	Chips	NULL	$4.30
648	2	Chips	NULL	$4.30
649	2	Chips	NULL	$4.30
750	2	Chips	NULL	$4.30
766	2	Chips	NULL	$4.30
850	2	Chips	NULL	$4.30
909	2	Chips	NULL	$4.30
934	2	Chips	NULL	$4.30
961	2	Chips	NULL	$4.30
1090	2	Chips	NULL	$4.30
1320	2	Chips	NULL	$4.30
1577	2	Chips	NULL	$4.30
1652	2	Chips	NULL	$4.30
1751	2	Chips	NULL	$4.30
1761	2	Chips	NULL	$4.30
19	1	Chips	NULL	$2.15
27	1	Chips	NULL	$2.15
34	1	Chips	NULL	$2.15
35	1	Chips	NULL	$2.15
92	1	Chips	NULL	$2.15
97	1	Chips	NULL	$2.15
99	1	Chips	NULL	$2.15
124	1	Chips	NULL	$2.15
132	1	Chips	NULL	$2.15
134	1	Chips	NULL	$2.15
139	1	Chips	NULL	$2.15
143	1	Chips	NULL	$2.15
144	1	Chips	NULL	$2.15
157	1	Chips	NULL	$2.15
166	1	Chips	NULL	$2.15
177	1	Chips	NULL	$2.15
184	1	Chips	NULL	$2.15
205	1	Chips	NULL	$2.15
215	1	Chips	NULL	$2.15
231	1	Chips	NULL	$2.15
239	1	Chips	NULL	$2.15
254	1	Chips	NULL	$2.15
254	1	Chips	NULL	$2.15
283	1	Chips	NULL	$2.15
308	1	Chips	NULL	$2.15
312	1	Chips	NULL	$2.15
320	1	Chips	NULL	$2.15
323	1	Chips	NULL	$2.15
359	1	Chips	NULL	$2.15
380	1	Chips	NULL	$2.15
384	1	Chips	NULL	$2.15
389	1	Chips	NULL	$2.15
404	1	Chips	NULL	$2.15
428	1	Chips	NULL	$2.15
430	1	Chips	NULL	$2.15
431	1	Chips	NULL	$2.15
437	1	Chips	NULL	$2.15
446	1	Chips	NULL	$2.15
449	1	Chips	NULL	$2.15
480	1	Chips	NULL	$2.15
481	1	Chips	NULL	$2.15
500	1	Chips	NULL	$2.15
514	1	Chips	NULL	$2.15
548	1	Chips	NULL	$2.15
559	1	Chips	NULL	$2.15
563	1	Chips	NULL	$2.15
569	1	Chips	NULL	$2.15
574	1	Chips	NULL	$2.15
598	1	Chips	NULL	$2.15
601	1	Chips	NULL	$2.15
613	1	Chips	NULL	$2.15
626	1	Chips	NULL	$2.15
628	1	Chips	NULL	$2.15
630	1	Chips	NULL	$2.15
639	1	Chips	NULL	$2.15
650	1	Chips	NULL	$2.15
657	1	Chips	NULL	$2.15
669	1	Chips	NULL	$2.15
673	1	Chips	NULL	$2.15
677	1	Chips	NULL	$2.15
679	1	Chips	NULL	$2.15
683	1	Chips	NULL	$2.15
696	1	Chips	NULL	$2.15
701	1	Chips	NULL	$2.15
710	1	Chips	NULL	$2.15
720	1	Chips	NULL	$2.15
721	1	Chips	NULL	$2.15
725	1	Chips	NULL	$2.15
740	1	Chips	NULL	$2.15
751	1	Chips	NULL	$2.15
758	1	Chips	NULL	$2.15
762	1	Chips	NULL	$2.15
763	1	Chips	NULL	$2.15
767	1	Chips	NULL	$2.15
791	1	Chips	NULL	$2.15
795	1	Chips	NULL	$2.15
796	1	Chips	NULL	$2.15
806	1	Chips	NULL	$2.15
812	1	Chips	NULL	$2.15
813	1	Chips	NULL	$2.15
847	1	Chips	NULL	$2.15
855	1	Chips	NULL	$2.15
857	1	Chips	NULL	$2.15
884	1	Chips	NULL	$2.15
888	1	Chips	NULL	$2.15
891	1	Chips	NULL	$2.15
892	1	Chips	NULL	$2.15
903	1	Chips	NULL	$2.15
907	1	Chips	NULL	$2.15
911	1	Chips	NULL	$2.15
915	1	Chips	NULL	$2.15
919	1	Chips	NULL	$2.15
921	1	Chips	NULL	$2.15
931	1	Chips	NULL	$2.15
938	1	Chips	NULL	$2.15
952	1	Chips	NULL	$2.15
962	1	Chips	NULL	$2.15
966	1	Chips	NULL	$2.15
978	1	Chips	NULL	$2.15
991	1	Chips	NULL	$2.15
1005	1	Chips	NULL	$2.15
1006	1	Chips	NULL	$2.15
1008	1	Chips	NULL	$2.15
1015	1	Chips	NULL	$2.15
1034	1	Chips	NULL	$2.15
1045	1	Chips	NULL	$2.15
1074	1	Chips	NULL	$2.15
1074	1	Chips	NULL	$2.15
1076	1	Chips	NULL	$2.15
1081	1	Chips	NULL	$2.15
1087	1	Chips	NULL	$2.15
1092	1	Chips	NULL	$2.15
1097	1	Chips	NULL	$2.15
1104	1	Chips	NULL	$2.15
1107	1	Chips	NULL	$2.15
1112	1	Chips	NULL	$2.15
1141	1	Chips	NULL	$2.15
1150	1	Chips	NULL	$2.15
1159	1	Chips	NULL	$2.15
1165	1	Chips	NULL	$2.15
1188	1	Chips	NULL	$2.15
1234	1	Chips	NULL	$2.15
1246	1	Chips	NULL	$2.15
1274	1	Chips	NULL	$2.15
1276	1	Chips	NULL	$2.15
1283	1	Chips	NULL	$2.15
1287	1	Chips	NULL	$2.15
1292	1	Chips	NULL	$2.15
1306	1	Chips	NULL	$2.15
1324	1	Chips	NULL	$2.15
1325	1	Chips	NULL	$2.15
1332	1	Chips	NULL	$2.15
1333	1	Chips	NULL	$2.15
1342	1	Chips	NULL	$2.15
1384	1	Chips	NULL	$2.15
1391	1	Chips	NULL	$2.15
1400	1	Chips	NULL	$2.15
1404	1	Chips	NULL	$2.15
1422	1	Chips	NULL	$2.15
1427	1	Chips	NULL	$2.15
1431	1	Chips	NULL	$2.15
1437	1	Chips	NULL	$2.15
1439	1	Chips	NULL	$2.15
1441	1	Chips	NULL	$2.15
1455	1	Chips	NULL	$2.15
1457	1	Chips	NULL	$2.15
1458	1	Chips	NULL	$2.15
1460	1	Chips	NULL	$2.15
1487	1	Chips	NULL	$2.15
1492	1	Chips	NULL	$2.15
1531	1	Chips	NULL	$2.15
1538	1	Chips	NULL	$2.15
1545	1	Chips	NULL	$2.15
1549	1	Chips	NULL	$2.15
1574	1	Chips	NULL	$2.15
1579	1	Chips	NULL	$2.15
1581	1	Chips	NULL	$2.15
1595	1	Chips	NULL	$2.15
1597	1	Chips	NULL	$2.15
1611	1	Chips	NULL	$2.15
1613	1	Chips	NULL	$2.15
1633	1	Chips	NULL	$2.15
1651	1	Chips	NULL	$2.15
1660	1	Chips	NULL	$2.15
1661	1	Chips	NULL	$2.15
1664	1	Chips	NULL	$2.15
1665	1	Chips	NULL	$2.15
1673	1	Chips	NULL	$2.15
1679	1	Chips	NULL	$2.15
1682	1	Chips	NULL	$2.15
1687	1	Chips	NULL	$2.15
1688	1	Chips	NULL	$2.15
1694	1	Chips	NULL	$2.15
1698	1	Chips	NULL	$2.15
1701	1	Chips	NULL	$2.15
1701	1	Chips	NULL	$2.15
1710	1	Chips	NULL	$2.15
1717	1	Chips	NULL	$2.15
1718	1	Chips	NULL	$2.15
1728	1	Chips	NULL	$2.15
1732	1	Chips	NULL	$2.15
1744	1	Chips	NULL	$2.15
1748	1	Chips	NULL	$2.15
1764	1	Chips	NULL	$2.15
1765	1	Chips	NULL	$2.15
1776	1	Chips	NULL	$2.15
1782	1	Chips	NULL	$2.15
1788	1	Chips	NULL	$2.15
1791	1	Chips	NULL	$2.15
1793	1	Chips	NULL	$1.99
1799	1	Chips	NULL	$2.15
1823	1	Chips	NULL	$2.15
1831	1	Chips	NULL	$2.15
1443	15	Chips and Fresh Tomato Salsa	NULL	$44.25
511	4	Chips and Fresh Tomato Salsa	NULL	$11.80
759	2	Chips and Fresh Tomato Salsa	NULL	$5.90
912	2	Chips and Fresh Tomato Salsa	NULL	$5.90
1083	2	Chips and Fresh Tomato Salsa	NULL	$5.90
1	1	Chips and Fresh Tomato Salsa	NULL	$2.39
13	1	Chips and Fresh Tomato Salsa	NULL	$2.39
25	1	Chips and Fresh Tomato Salsa	NULL	$2.39
39	1	Chips and Fresh Tomato Salsa	NULL	$2.95
82	1	Chips and Fresh Tomato Salsa	NULL	$2.95
86	1	Chips and Fresh Tomato Salsa	NULL	$2.95
104	1	Chips and Fresh Tomato Salsa	NULL	$2.95
115	1	Chips and Fresh Tomato Salsa	NULL	$2.39
116	1	Chips and Fresh Tomato Salsa	NULL	$2.95
131	1	Chips and Fresh Tomato Salsa	NULL	$2.39
142	1	Chips and Fresh Tomato Salsa	NULL	$2.39
149	1	Chips and Fresh Tomato Salsa	NULL	$2.95
162	1	Chips and Fresh Tomato Salsa	NULL	$2.95
184	1	Chips and Fresh Tomato Salsa	NULL	$2.95
196	1	Chips and Fresh Tomato Salsa	NULL	$2.95
222	1	Chips and Fresh Tomato Salsa	NULL	$2.95
251	1	Chips and Fresh Tomato Salsa	NULL	$2.95
299	1	Chips and Fresh Tomato Salsa	NULL	$2.95
301	1	Chips and Fresh Tomato Salsa	NULL	$2.29
349	1	Chips and Fresh Tomato Salsa	NULL	$2.39
389	1	Chips and Fresh Tomato Salsa	NULL	$2.95
395	1	Chips and Fresh Tomato Salsa	NULL	$2.39
426	1	Chips and Fresh Tomato Salsa	NULL	$2.95
448	1	Chips and Fresh Tomato Salsa	NULL	$2.95
451	1	Chips and Fresh Tomato Salsa	NULL	$2.95
462	1	Chips and Fresh Tomato Salsa	NULL	$2.95
469	1	Chips and Fresh Tomato Salsa	NULL	$2.95
501	1	Chips and Fresh Tomato Salsa	NULL	$2.95
505	1	Chips and Fresh Tomato Salsa	NULL	$2.95
506	1	Chips and Fresh Tomato Salsa	NULL	$2.95
508	1	Chips and Fresh Tomato Salsa	NULL	$2.39
535	1	Chips and Fresh Tomato Salsa	NULL	$2.95
557	1	Chips and Fresh Tomato Salsa	NULL	$2.95
595	1	Chips and Fresh Tomato Salsa	NULL	$2.39
607	1	Chips and Fresh Tomato Salsa	NULL	$2.95
608	1	Chips and Fresh Tomato Salsa	NULL	$2.39
685	1	Chips and Fresh Tomato Salsa	NULL	$2.95
714	1	Chips and Fresh Tomato Salsa	NULL	$2.95
723	1	Chips and Fresh Tomato Salsa	NULL	$2.39
732	1	Chips and Fresh Tomato Salsa	NULL	$2.39
738	1	Chips and Fresh Tomato Salsa	NULL	$2.95
746	1	Chips and Fresh Tomato Salsa	NULL	$2.95
757	1	Chips and Fresh Tomato Salsa	NULL	$2.95
769	1	Chips and Fresh Tomato Salsa	NULL	$2.39
785	1	Chips and Fresh Tomato Salsa	NULL	$2.95
818	1	Chips and Fresh Tomato Salsa	NULL	$2.95
828	1	Chips and Fresh Tomato Salsa	NULL	$2.39
832	1	Chips and Fresh Tomato Salsa	NULL	$2.39
840	1	Chips and Fresh Tomato Salsa	NULL	$2.39
852	1	Chips and Fresh Tomato Salsa	NULL	$2.39
855	1	Chips and Fresh Tomato Salsa	NULL	$2.95
873	1	Chips and Fresh Tomato Salsa	NULL	$2.95
